  198,0.99999999999999988897770,  196,  197,0.42326988758102251919624
  196,0.42326988758102246368509,  192,  193,0.45422241383010120152619
  192,0.19225867003864760551579,  184,  185,0.47193711975007573977692
  184,0.09073400298501953231689,  169,  170,0.48750748147656813857864
  169,0.04423350527951428606821,   91,  147,0.49785485793864847625656
   91,0.02202186548706104238238,None,None,None
  147,0.02221163979245324368583,   65,  129,0.49352878587266352239382
   65,0.01096208361901038902397,None,None,None
  129,0.01124955617344285466186,   39,   40,0.48872126938244109251031
   39,0.00549789737307406888717,None,None,None
   40,0.00575165880036878577469,None,None,None
  170,0.04650049770550524624868,   92,  148,0.49136838032298124634423
   92,0.02284887424176661879782,None,None,None
  148,0.02365162346373862745086,   66,   67,0.49478965192884516444138
   66,0.01170257854117534232485,None,None,None
   67,0.01194904492256328512600,None,None,None
  185,0.10152466705362808707669,  171,  172,0.49017423807153459591746
  171,0.04976477631847837923562,  149,  150,0.49573445613451255775672
  149,0.02467011432289654970784,   68,  130,0.49796479528178250184567
   68,0.01228484842837935034354,None,None,None
  130,0.01238526589451719936430,   41,   42,0.47404635935956057624097
   41,0.00587119020699600983187,None,None,None
   42,0.00651407568752118953243,None,None,None
  150,0.02509466199558182605833,   69,   70,0.49432816071165713855962
   69,0.01240499810795668740593,None,None,None
   70,0.01268966388762513865240,None,None,None
  172,0.05175989073514970090217,   93,   94,0.49058859129957738121064
   93,0.02539281188157713892162,None,None,None
   94,0.02636707885357256198056,None,None,None
  193,0.23101121754237485816930,  186,  187,0.47974417759077220280162
  186,0.11082628657410958927798,  173,  174,0.48946329841099311952490
  173,0.05424539977720563982411,  151,  152,0.49347871469073811834249
  151,0.02676895015994069232379,  131,  132,0.49225349015412567243999
  131,0.01317710914399264701680,  119,   43,0.49490191348704393181634
  119,0.00652137652958958459470,  112,   26,0.48214652152906656290554
  112,0.00314425900932291391143,   16,  108,0.47569644117469195299108
   16,0.00149571282086637265783,None,None,None
  108,0.00164854618845654103676,  104,  105,0.45653040418812362855050
  104,0.00075261145773885531826,    5,    6,0.49695359979164682728836
    5,0.00037401297316776301819,None,None,None
    6,0.00037859848457109224586,None,None,None
  105,0.00089593473071768582692,    7,    8,0.46920608569041205582195
    7,0.00042037802803413876424,None,None,None
    8,0.00047555670268354706268,None,None,None
   26,0.00337711752026667068327,None,None,None
   43,0.00665573261440306155473,None,None,None
  132,0.01359184101594804530699,   44,  120,0.49290031744508766564650
   44,0.00669942275142395432530,None,None,None
  120,0.00689241826452409098169,   27,   28,0.49416091214271029574689
   27,0.00340596369646630099670,None,None,None
   28,0.00348645456805779041867,None,None,None
  152,0.02747644961726494750032,   71,   72,0.49903391760863197168518
   71,0.01371168029447992348091,None,None,None
   72,0.01376476932278502575413,None,None,None
  174,0.05658088679690394251498,  153,   95,0.49254015108871418426872
  153,0.02786835853168050103346,   73,  133,0.49424908174728243714924
   73,0.01377391061408713215930,None,None,None
  133,0.01409444791759336887416,   45,  121,0.49478409535304068711525
   45,0.00697370866240698290134,None,None,None
  121,0.00712073925518638510546,   29,  113,0.49692618007589439699245
   29,0.00353848175739623991426,None,None,None
  113,0.00358225749779014519120,   17,   18,0.47613443575081537684213
   17,0.00170563615242443848002,None,None,None
   18,0.00187662134536570649433,None,None,None
   95,0.02871252826522343801208,None,None,None
  187,0.12018493096826526889132,  175,   99,0.48641660494676358661437
  175,0.05845994608734474129452,  154,  155,0.49230397459024022310814
  154,0.02878006381313097730712,   74,   75,0.49782823480551269268446
   74,0.01432752836568100714143,None,None,None
   75,0.01445253544744997016569,None,None,None
  155,0.02967988227421376745685,  134,   76,0.49259940190118550740195
  134,0.01462029225677529895022,   46,   47,0.49460700345193625571127
   46,0.00723129894271517734139,None,None,None
   47,0.00738899331406012247619,None,None,None
   76,0.01505959001743847024135,None,None,None
   99,0.06172498488092053453569,None,None,None
  197,0.57673011241897742529261,  194,  195,0.45629753204708189961991
  194,0.26316052695401548344734,  188,  189,0.47888536901462686046216
  188,0.12602372606045736391778,  176,  177,0.49197101508309626360926
  176,0.06200002043451725841638,  156,   96,0.49270202106175425837975
  156,0.03054753537395671694754,  135,  136,0.49399870916728744196789
  135,0.01509044304297666935777,  122,   48,0.49945209245980010104304
  122,0.00753695335396013105234,   30,   31,0.49787378731106174400978
   30,0.00375245151112293994292,None,None,None
   31,0.00378450184283719067574,None,None,None
   48,0.00755348968901653917279,None,None,None
  136,0.01545709233098004758977,   49,  123,0.49824916402388669256496
   49,0.00770148333215083923803,None,None,None
  123,0.00775560899882920921911,   32,   33,0.49985762228346369839826
   32,0.00387670027351500303195,None,None,None
   33,0.00387890872531420662084,None,None,None
   96,0.03145248506056053799940,None,None,None
  177,0.06402370562594009162360,  157,  158,0.49299908698157124398165
  157,0.03156362841876535207941,   77,  137,0.49670055692238057609700
   77,0.01567767181409182933316,None,None,None
  137,0.01588595660467352274625,  124,   50,0.49052802106002219018066
  124,0.00779250685593589273448,  114,   34,0.49896806054811865260845
  114,0.00388821203271425041084,   19,  109,0.49215718291708276943552
   19,0.00191361148060494945869,None,None,None
  109,0.00197460055210930095215,   12,   13,0.47402501518530043567168
   12,0.00093601005669851397150,None,None,None
   13,0.00103859049541078708907,None,None,None
   34,0.00390429482322164232364,None,None,None
   50,0.00809344974873763001177,None,None,None
  158,0.03246007720717473954419,   78,   79,0.49368829541724074116971
   78,0.01602516018552212553883,None,None,None
   79,0.01643491702165261400537,None,None,None
  189,0.13713680089355811952956,  178,  179,0.48916094322123709892125
  178,0.06708196687543588332403,  159,  160,0.49660900749651515351246
  159,0.03331350899092432038540,  138,   80,0.49782330977666822136030
  138,0.01658424130613674052359,   51,   52,0.48937046206379702928402
   51,0.00811583783096164572413,None,None,None
   52,0.00846840347517509653419,None,None,None
   80,0.01672926768478757639236,None,None,None
  160,0.03376845788451156293863,   81,   82,0.49728280978100336540138
   81,0.01679247361878138597446,None,None,None
   82,0.01697598426573017696417,None,None,None
  179,0.07005483401812222232774,  161,   97,0.49710804713796352682920
  161,0.03482482173132291081163,  139,   83,0.49452275466745548859748
  139,0.01722166677337687301641,  125,   53,0.49216610635415480867749
  125,0.00847592068078161647859,  115,  116,0.49241308193655541902700
  115,0.00417365422467346272595,   20,  110,0.49688468317007394858820
   20,0.00207382485708831410323,None,None,None
  110,0.00209982936758514818903,   14,   15,0.49469169024916809229708
   14,0.00103876813908553868558,None,None,None
   15,0.00106106122849960972029,None,None,None
  116,0.00430226645610815375265,   21,   22,0.49223534939833080148475
   21,0.00211772763222711551609,None,None,None
   22,0.00218453882388103780288,None,None,None
   53,0.00874574609259525653782,None,None,None
   83,0.01760315495794603779522,None,None,None
   97,0.03523001228679931151611,None,None,None
  195,0.31356958546496194184527,  190,  191,0.47046248740130092169665
  190,0.14752272715124081781113,  180,  181,0.48382214751457791601652
  180,0.07137476265752046300506,  162,   98,0.49538446256374379927934
  162,0.03535794843971054590703,   84,  140,0.49917600819920587840173
   84,0.01764983956024804984120,None,None,None
  140,0.01770810887946249953528,   54,   55,0.49515875715605434104205
   54,0.00876832518433874087693,None,None,None
   55,0.00893978369512375865835,None,None,None
   98,0.03601681421780991015913,None,None,None
  181,0.07614796449372035480607,  163,  164,0.48437134718301005920083
  163,0.03688389214706734586802,   85,   86,0.49116052670337295715797
   85,0.01811591189382399935681,None,None,None
   86,0.01876798025324334998065,None,None,None
  164,0.03926407234665300199916,  141,  142,0.49172468088083859383275
  141,0.01930711344474010660033,  126,   56,0.49021738116403013041378
